,location_id,temperature,pedestrians_count,is_holiday,is_special_day,date,weather_condition_clear-day,weather_condition_clear-night,weather_condition_cloudy,weather_condition_fog,weather_condition_partly-cloudy-day,weather_condition_partly-cloudy-night,weather_condition_rain,weather_condition_snow,weather_condition_wind,time_cos,time_sin,day_cos,day_sin,dayofyear_cos,dayofyear_sin
71,330,11.76,288,0,0,2021-09-29 21:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865474,-0.7071067811865477,-0.22252093395631434,0.9749279121818236,-0.03012030484690836,-0.9995462806873573
74,330,11.54,114,0,0,2021-09-29 22:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.22252093395631434,0.9749279121818236,-0.03012030484690836,-0.9995462806873573
77,330,11.09,16,0,0,2021-09-29 23:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.2588190451025207,-0.22252093395631434,0.9749279121818236,-0.03012030484690836,-0.9995462806873573
80,330,10.88,17,0,0,2021-09-30 00:00:00,0,0,1,0,0,0,0,0,0,1.0,0.0,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
83,330,10.51,30,0,0,2021-09-30 01:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
86,330,10.0,27,0,0,2021-09-30 02:00:00,0,0,1,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
89,330,9.54,148,0,0,2021-09-30 03:00:00,0,0,1,0,0,0,0,0,0,0.7071067811865476,0.7071067811865476,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
92,330,8.99,276,0,0,2021-09-30 04:00:00,0,0,1,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
95,330,8.22,620,0,0,2021-09-30 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
98,330,8.72,796,0,0,2021-09-30 06:00:00,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
101,330,9.78,865,0,0,2021-09-30 07:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
104,330,10.84,1019,0,0,2021-09-30 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
107,330,12.4,1214,0,0,2021-09-30 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
110,330,13.79,1719,0,0,2021-09-30 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
113,330,14.8,1678,0,0,2021-09-30 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
116,330,15.9,1585,0,0,2021-09-30 12:00:00,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
119,330,16.59,1624,0,0,2021-09-30 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
122,330,17.11,1544,0,0,2021-09-30 14:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844386,-0.5000000000000001,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
125,330,16.58,1738,0,0,2021-09-30 15:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865477,-0.7071067811865475,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
128,330,15.42,1606,0,0,2021-09-30 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
131,330,12.97,998,0,0,2021-09-30 17:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252063,-0.9659258262890683,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
134,330,11.5,719,0,0,2021-09-30 18:00:00,0,1,0,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
137,330,10.58,537,0,0,2021-09-30 19:00:00,0,1,0,0,0,0,0,0,0,0.2588190451025203,-0.9659258262890684,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
140,330,9.68,468,0,0,2021-09-30 20:00:00,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
143,330,8.86,316,0,0,2021-09-30 21:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865474,-0.7071067811865477,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
146,330,7.82,163,0,0,2021-09-30 22:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
149,330,7.23,41,0,0,2021-09-30 23:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,-0.2588190451025207,-0.900968867902419,0.43388373911755823,-0.012910296075008843,-0.9999166586547379
152,330,6.71,22,0,0,2021-10-01 00:00:00,0,0,0,0,0,1,0,0,0,1.0,0.0,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
155,330,6.21,23,0,0,2021-10-01 01:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
158,330,6.02,42,0,0,2021-10-01 02:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
161,330,5.65,131,0,0,2021-10-01 03:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
164,330,5.17,304,0,0,2021-10-01 04:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
167,330,4.63,615,0,0,2021-10-01 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
170,330,4.98,981,0,0,2021-10-01 06:00:00,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
173,330,6.31,1121,0,0,2021-10-01 07:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
176,330,8.37,1519,0,0,2021-10-01 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
179,330,10.94,1477,0,0,2021-10-01 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
182,330,13.52,1734,0,0,2021-10-01 10:00:00,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
185,330,15.85,1582,0,0,2021-10-01 11:00:00,1,0,0,0,0,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
188,330,17.65,1547,0,0,2021-10-01 12:00:00,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
191,330,18.92,1862,0,0,2021-10-01 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
194,330,19.74,1733,0,0,2021-10-01 14:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844386,-0.5000000000000001,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
197,330,19.78,2017,0,0,2021-10-01 15:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865477,-0.7071067811865475,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
200,330,18.63,1770,0,0,2021-10-01 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
203,330,16.14,1256,0,0,2021-10-01 17:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252063,-0.9659258262890683,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
206,330,14.4,958,0,0,2021-10-01 18:00:00,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
209,330,13.32,956,0,0,2021-10-01 19:00:00,0,0,0,0,0,1,0,0,0,0.2588190451025203,-0.9659258262890684,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
212,330,12.45,896,0,0,2021-10-01 20:00:00,0,0,1,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
215,330,11.89,737,0,0,2021-10-01 21:00:00,0,0,1,0,0,0,0,0,0,0.7071067811865474,-0.7071067811865477,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
218,330,11.55,368,0,0,2021-10-01 22:00:00,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
221,330,11.67,229,0,0,2021-10-01 23:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.2588190451025207,-0.9009688679024191,-0.433883739117558,0.004303538296243821,-0.9999907397361901
224,330,11.64,147,0,0,2021-10-02 00:00:00,0,0,0,0,0,1,0,0,0,1.0,0.0,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
227,330,11.68,135,0,0,2021-10-02 01:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
230,330,11.92,75,0,0,2021-10-02 02:00:00,0,0,1,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
233,330,11.78,103,0,0,2021-10-02 03:00:00,0,0,1,0,0,0,0,0,0,0.7071067811865476,0.7071067811865476,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
236,330,11.57,134,0,0,2021-10-02 04:00:00,0,0,1,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
239,330,10.86,171,0,0,2021-10-02 05:00:00,0,0,1,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
242,330,11.19,384,0,0,2021-10-02 06:00:00,0,0,1,0,0,0,0,0,0,6.123233995736766e-17,1.0,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
245,330,12.34,658,0,0,2021-10-02 07:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
248,330,14.25,1355,0,0,2021-10-02 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
251,330,16.54,1983,0,0,2021-10-02 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
254,330,18.34,2218,0,0,2021-10-02 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
257,330,19.59,2834,0,0,2021-10-02 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
260,330,20.65,3176,0,0,2021-10-02 12:00:00,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
263,330,21.2,3817,0,0,2021-10-02 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
266,330,21.64,3523,0,0,2021-10-02 14:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844386,-0.5000000000000001,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
269,330,20.68,2937,0,0,2021-10-02 15:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865477,-0.7071067811865475,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
272,330,20.05,2001,0,0,2021-10-02 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
275,330,17.59,1341,0,0,2021-10-02 17:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252063,-0.9659258262890683,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
278,330,15.94,1263,0,0,2021-10-02 18:00:00,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
281,330,14.69,929,0,0,2021-10-02 19:00:00,0,0,0,0,0,1,0,0,0,0.2588190451025203,-0.9659258262890684,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
284,330,13.68,950,0,0,2021-10-02 20:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
287,330,12.95,894,0,0,2021-10-02 21:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865474,-0.7071067811865477,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
290,330,12.59,557,0,0,2021-10-02 22:00:00,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
293,330,12.0,278,0,0,2021-10-02 23:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.2588190451025207,-0.2225209339563146,-0.9749279121818236,0.021516097436222233,-0.9997685019798909
296,330,11.37,155,0,0,2021-10-03 00:00:00,0,0,0,0,0,1,0,0,0,1.0,0.0,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
299,330,10.71,125,0,0,2021-10-03 01:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
302,330,10.6,116,0,0,2021-10-03 02:00:00,0,0,1,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
305,330,10.19,124,0,0,2021-10-03 03:00:00,0,0,1,0,0,0,0,0,0,0.7071067811865476,0.7071067811865476,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
308,330,9.86,120,0,0,2021-10-03 04:00:00,0,0,1,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
311,330,9.72,105,0,0,2021-10-03 05:00:00,0,0,1,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
314,330,10.25,173,0,0,2021-10-03 06:00:00,0,0,1,0,0,0,0,0,0,6.123233995736766e-17,1.0,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
317,330,11.4,329,0,0,2021-10-03 07:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252085,0.9659258262890683,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
320,330,13.81,585,0,0,2021-10-03 08:00:00,0,0,1,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
323,330,16.31,808,0,0,2021-10-03 09:00:00,0,0,1,0,0,0,0,0,0,-0.7071067811865475,0.7071067811865476,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
326,330,18.37,869,0,0,2021-10-03 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
329,330,19.85,1102,0,0,2021-10-03 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
332,330,20.26,1387,0,0,2021-10-03 12:00:00,0,0,1,0,0,0,0,0,0,-1.0,1.2246467991473532e-16,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
335,330,20.53,1420,0,0,2021-10-03 13:00:00,0,0,1,0,0,0,0,0,0,-0.9659258262890684,-0.25881904510252035,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
338,330,20.11,1380,0,0,2021-10-03 14:00:00,0,0,1,0,0,0,0,0,0,-0.8660254037844386,-0.5000000000000001,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
341,330,19.87,1213,0,0,2021-10-03 15:00:00,0,0,1,0,0,0,0,0,0,-0.7071067811865477,-0.7071067811865475,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
344,330,18.82,945,0,0,2021-10-03 16:00:00,0,0,1,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844385,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
347,330,17.2,569,0,0,2021-10-03 17:00:00,0,0,0,0,0,0,1,0,0,-0.25881904510252063,-0.9659258262890683,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
350,330,16.54,461,0,0,2021-10-03 18:00:00,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
353,330,15.34,324,0,0,2021-10-03 19:00:00,0,0,1,0,0,0,0,0,0,0.2588190451025203,-0.9659258262890684,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
356,330,14.77,319,0,0,2021-10-03 20:00:00,0,0,0,0,0,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
359,330,14.29,161,0,0,2021-10-03 21:00:00,0,0,0,0,0,0,1,0,0,0.7071067811865474,-0.7071067811865477,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
362,330,13.31,84,0,0,2021-10-03 22:00:00,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
365,330,12.41,6,0,0,2021-10-03 23:00:00,0,0,0,0,0,0,1,0,0,0.9659258262890683,-0.2588190451025207,0.6234898018587334,-0.7818314824680299,0.03872228089217399,-0.9992500112396835
368,330,12.41,19,0,0,2021-10-04 00:00:00,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.05591699010060302,-0.9984354211555643
371,330,12.18,5,0,0,2021-10-04 01:00:00,0,0,0,0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,1.0,0.0,0.05591699010060302,-0.9984354211555643
374,330,11.75,23,0,0,2021-10-04 02:00:00,0,0,0,0,0,0,1,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0,0.05591699010060302,-0.9984354211555643
377,330,11.39,155,0,0,2021-10-04 03:00:00,0,0,0,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,1.0,0.0,0.05591699010060302,-0.9984354211555643
380,330,11.02,332,0,0,2021-10-04 04:00:00,0,0,0,0,0,0,1,0,0,0.5000000000000001,0.8660254037844386,1.0,0.0,0.05591699010060302,-0.9984354211555643
383,330,10.69,549,0,0,2021-10-04 05:00:00,0,0,0,0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,1.0,0.0,0.05591699010060302,-0.9984354211555643
386,330,10.29,626,0,0,2021-10-04 06:00:00,0,0,0,0,0,0,1,0,0,6.123233995736766e-17,1.0,1.0,0.0,0.05591699010060302,-0.9984354211555643
389,330,10.29,636,0,0,2021-10-04 07:00:00,0,0,0,0,0,0,1,0,0,-0.25881904510252085,0.9659258262890683,1.0,0.0,0.05591699010060302,-0.9984354211555643
392,330,10.32,836,0,0,2021-10-04 08:00:00,0,0,0,0,0,0,1,0,0,-0.4999999999999998,0.8660254037844387,1.0,0.0,0.05591699010060302,-0.9984354211555643
395,330,10.52,937,0,0,2021-10-04 09:00:00,0,0,0,0,0,0,1,0,0,-0.7071067811865475,0.7071067811865476,1.0,0.0,0.05591699010060302,-0.9984354211555643
398,330,10.64,1184,0,0,2021-10-04 10:00:00,0,0,0,0,0,0,1,0,0,-0.8660254037844387,0.49999999999999994,1.0,0.0,0.05591699010060302,-0.9984354211555643
401,330,10.74,1314,0,0,2021-10-04 11:00:00,0,0,0,0,0,0,1,0,0,-0.9659258262890682,0.258819045102521,1.0,0.0,0.05591699010060302,-0.9984354211555643
404,330,11.3,1312,0,0,2021-10-04 12:00:00,0,0,0,0,0,0,1,0,0,-1.0,1.2246467991473532e-16,1.0,0.0,0.05591699010060302,-0.9984354211555643
