epoch,step,train_loss_epoch,train_loss_step
85,85,815414.2047270542,
86,86,815390.6298198958,
87,87,815367.1130791532,
88,88,815343.6562915855,
89,89,815320.2589278211,
90,90,815296.9231264241,
91,91,815273.6484508829,
92,92,815250.4266341385,
93,93,815227.2650837415,
94,94,815204.1682427722,
95,95,815181.1348930629,
96,96,815158.1588968128,
97,97,815135.2450710239,
98,98,815112.4079471462,
99,99,,815089.636737581
99,99,815089.636737581,
100,100,815066.9466082344,
101,101,815044.331227643,
102,102,815021.7851323659,
103,103,814999.3146664074,
104,104,814976.9244191678,
105,105,814954.6114207271,
106,106,814932.3686980797,
107,107,814910.1919151187,
108,108,814888.0919285705,
109,109,814866.0680500525,
110,110,814844.1184658275,
111,111,814822.246163667,
112,112,814800.4705218506,
113,113,814778.7873778322,
114,114,814757.1881758143,
115,115,814735.661818359,
116,116,814714.2164143919,
117,117,814692.8461013002,
118,118,814671.5588984411,
119,119,814650.351830757,
120,120,814629.215867981,
121,121,814608.1630019988,
122,122,814587.1958777962,
123,123,814566.3081618131,
124,124,814545.4948082025,
125,125,814524.7577397015,
126,126,814504.1027221538,
127,127,814483.5246751521,
128,128,814463.027837938,
129,129,814442.6040011916,
130,130,814422.2519647413,
131,131,814401.9763358244,
132,132,814381.7686855573,
133,133,814361.6298609172,
134,134,814341.5622716221,
135,135,814321.5632663949,
136,136,814301.6246881102,
137,137,814281.7426783647,
138,138,814261.9158078287,
139,139,814242.1448715227,
140,140,814222.4343293582,
141,141,814202.7824712375,
142,142,814183.185672804,
143,143,814163.6464751092,
144,144,814144.1625444167,
145,145,814124.7315263097,
146,146,814105.3551874929,
147,147,814086.0298516504,
148,148,814066.7574106889,
149,149,,814047.5395237753
149,149,814047.5395237753,
150,150,814028.3727364674,
151,151,814009.253928244,
152,152,813990.1842559628,
153,153,813971.1641179853,
154,154,813952.1937940163,
155,155,813933.2700718686,
156,156,813914.3996023557,
157,157,813895.5787271592,
158,158,813876.8111478294,
159,159,813858.0946723793,
160,160,813839.4277740978,
161,161,813820.814824866,
162,162,813802.2501646779,
163,163,813783.7335507305,
164,164,813765.2619659145,
165,165,813746.8404210908,
166,166,813728.4648628482,
167,167,813710.1358725663,
168,168,813691.853562276,
169,169,813673.6154766198,
170,170,813655.4238215474,
171,171,813637.2764554684,
172,172,813619.1747932438,
173,173,813601.1181286074,
174,174,813583.1063919921,
175,175,813565.1370250128,
176,176,813547.208551491,
177,177,813529.3204409659,
178,178,813511.4713256323,
179,179,813493.6634012256,
180,180,813475.8988264112,
181,181,813458.1788453603,
182,182,813440.5059813838,
183,183,813422.877509909,
184,184,813405.2963048583,
185,185,813387.7656971469,
186,186,813370.2797203596,
187,187,813352.8359147487,
188,188,813335.4346860659,
189,189,813318.0716928132,
190,190,813300.7519456152,
191,191,813283.4739050592,
192,192,813266.2413950628,
193,193,813249.0545155922,
194,194,813231.9104717623,
195,195,813214.8072133146,
196,196,813197.7410336165,
197,197,813180.7138937219,
198,198,813163.7279019691,
199,199,,813146.7786152872
199,199,813146.7786152872,
200,200,813129.8643172365,
201,201,813112.9878867151,
202,202,813096.1488833026,
203,203,813079.3464830022,
204,204,813062.5838448905,
205,205,813045.8595892099,
206,206,813029.1731006519,
207,207,813012.5241655044,
208,208,812995.91423878,
209,209,812979.3413102203,
210,210,812962.8038635324,
211,211,812946.3036779247,
212,212,812929.8411385171,
213,213,812913.4137260088,
214,214,812897.020118422,
215,215,812880.6608342194,
216,216,812864.3374955871,
217,217,812848.049638292,
218,218,812831.7979157573,
219,219,812815.5794608938,
220,220,812799.3948878015,
221,221,812783.2431601359,
222,222,812767.1226853192,
223,223,812751.0367044989,
224,224,812734.9852512626,
225,225,812718.9662837933,
226,226,812702.980445374,
227,227,812687.0287621365,
228,228,812671.1083950911,
229,229,812655.2181838294,
230,230,812639.3602979153,
231,231,812623.5354188246,
232,232,812607.742463507,
233,233,812591.9800778365,
234,234,812576.2482069025,
235,235,812560.5470238263,
236,236,812544.8774223784,
237,237,812529.2390517633,
238,238,812513.6295761165,
239,239,812498.0512192956,
240,240,812482.5049171664,
241,241,812466.9897789601,
242,242,812451.5060338278,
243,243,812436.0535792969,
244,244,812420.6317032314,
245,245,812405.2388579247,
246,246,812389.8758065896,
247,247,812374.5401810037,
248,248,812359.2314736615,
249,249,,812343.951140736
249,249,812343.951140736,
250,250,812328.700504497,
251,251,812313.4780766574,
252,252,812298.2845875798,
253,253,812283.119310415,
254,254,812267.9812274086,
255,255,812252.8697191954,
256,256,812237.7878774882,
257,257,812222.733828172,
258,258,812207.7072589711,
259,259,812192.7074853284,
260,260,812177.7356388905,
261,261,812162.7916403498,
262,262,812147.8738742367,
263,263,812132.9821954981,
264,264,812118.1172292916,
265,265,812103.2788250023,
266,266,812088.4657023664,
267,267,812073.6792244463,
268,268,812058.920552459,
269,269,812044.1882714722,
270,270,812029.4827490066,
271,271,812014.8027391593,
272,272,812000.1491089065,
273,273,811985.5217010572,
274,274,811970.9204115663,
275,275,811956.3456773466,
276,276,811941.7969127357,
277,277,811927.2731205225,
278,278,811912.7739269601,
279,279,811898.2998599898,
280,280,811883.8498630334,
281,281,811869.4248600792,
282,282,811855.0245244427,
283,283,811840.6488919689,
284,284,811826.2986899847,
285,285,811811.9719861039,
286,286,811797.6671463182,
287,287,811783.3851354391,
288,288,811769.1262009668,
289,289,811754.8898560216,
290,290,811740.6767166387,
291,291,811726.4861654005,
292,292,811712.3174089498,
293,293,811698.1705349667,
294,294,811684.0454594904,
295,295,811669.943277591,
296,296,811655.8650953706,
297,297,811641.8090373329,
298,298,811627.7742810483,
299,299,,811613.7610334802
299,299,811613.7610334802,
300,300,811599.7712018756,
301,301,811585.8033762826,
302,302,811571.8572295937,
303,303,811557.9328312605,
304,304,811544.0306147006,
305,305,811530.1507595895,
306,306,811516.2921533128,
307,307,811502.4543978705,
308,308,811488.6386202164,
309,309,811474.8439838093,
310,310,811461.0705337544,
311,311,811447.3185343292,
312,312,811433.5872339109,
313,313,811419.8776321539,
314,314,811406.1890575989,
315,315,811392.5217878985,
316,316,811378.8750044194,
317,317,811365.2489827313,
318,318,811351.644088677,
319,319,811338.0604273442,
320,320,811324.4973615354,
321,321,811310.9553328659,
322,322,811297.4335526361,
323,323,811283.9325547479,
324,324,811270.452740488,
325,325,811256.9929491073,
326,326,811243.5541325777,
327,327,811230.1363736256,
328,328,811216.739119382,
329,329,811203.3652986111,
330,330,811190.0154559315,
331,331,811176.6960115003,
332,332,811163.4096721392,
333,333,811150.1768796197,
334,334,811137.0035925922,
335,335,811123.9322916372,
336,336,811110.87858658,
337,337,811097.8190789778,
338,338,811084.4974253554,
339,339,811071.1058424677,
340,340,811057.8869171012,
341,341,811044.9602434204,
342,342,811032.1240049164,
343,343,811019.0979030193,
344,344,811005.9571438793,
345,345,810992.9222186356,
346,346,810980.0928295809,
347,347,810967.3042742388,
348,348,810954.3809787243,
349,349,,810941.4272677709
349,349,810941.4272677709,
350,350,810928.5924017935,
351,351,810915.8698958041,
352,352,810903.1303873165,
353,353,810890.313243271,
354,354,810877.5262303269,
355,355,810864.838628627,
356,356,810852.1978470475,
357,357,810839.5328213031,
358,358,810826.842746206,
359,359,810814.2036989434,
360,360,810801.6345356214,
361,361,810789.0837149778,
362,362,810776.5203433096,
363,363,810763.9607464621,
364,364,810751.4471990636,
365,365,810738.9783723176,
366,366,810726.5239259722,
367,367,810714.0735302543,
368,368,810701.6376777217,
369,369,810689.2382902594,
370,370,810676.8745961221,
371,371,810664.5331336546,
372,372,810652.2048197942,
373,373,810639.8894099197,
374,374,810627.6016532521,
375,375,810615.3447684195,
376,376,810603.1159086281,
377,377,810590.9099297309,
378,378,810578.7202053572,
379,379,810566.5508865295,
380,380,810554.4051559799,
381,381,810542.2860426874,
382,382,810530.1914451342,
383,383,810518.1174471825,
384,384,810506.063160266,
385,385,810494.0288016335,
386,386,810482.0218099306,
387,387,810470.0405789457,
388,388,810458.0869984884,
389,389,810446.161662769,
390,390,810434.2610718426,
391,391,810422.385372425,
392,392,810410.5322718768,
393,393,810398.6983460878,
394,394,810386.8854139304,
395,395,810375.0937925489,
396,396,810363.3240249314,
397,397,810351.5761386708,
398,398,810339.8515080659,
399,399,,810328.152050658
399,399,810328.152050658,
400,400,810316.4767883853,
401,401,810304.824732656,
402,402,810293.1981053628,
403,403,810281.5966112429,
404,404,810270.0181562376,
405,405,810258.4575681168,
406,406,810246.9198770851,
407,407,810235.4025258225,
408,408,810223.90630694,
409,409,810212.4403714417,
410,410,810201.016928957,
411,411,810189.6374257299,
412,412,810178.3380951709,
413,413,810167.1155340765,
414,414,810156.0191705188,
415,415,810144.8855381069,
416,416,810133.6464493261,
417,417,810122.0446489977,
418,418,810110.4701934196,
419,419,810099.2598629618,
420,420,810088.3956197264,
421,421,810077.5564863917,
422,422,810066.4410008073,
423,423,810055.2644265579,
424,424,810044.3387075808,
425,425,810033.6967416981,
426,426,810023.114782153,
427,427,810012.3906423912,
428,428,810001.6679241447,
429,429,809991.1555660184,
430,430,809980.8433577436,
431,431,809970.5602392531,
432,432,809960.2017508063,
433,433,809949.8942107981,
434,434,809939.7382990286,
435,435,809929.7161847458,
436,436,809919.7294952578,
437,437,809909.7261958116,
438,438,809899.7633969047,
439,439,809889.9002859968,
440,440,809880.1373934457,
441,441,809870.4262706036,
442,442,809860.7267390866,
443,443,809851.0615491715,
444,444,809841.4599403386,
445,445,809831.9412847485,
446,446,809822.4933963629,
447,447,809813.0898860297,
448,448,809803.724339833,
449,449,,809794.4005378099
449,449,809794.4005378099,
450,450,809785.1393136051,
451,451,809775.9484604117,
452,452,809766.8252722905,
453,453,809757.7619246246,
454,454,809748.750165811,
455,455,809739.7895629926,
456,456,809730.877735427,
457,457,809722.0211272739,
458,458,809713.2231059105,
459,459,809704.4847860353,
460,460,809695.8065091893,
461,461,809687.1889812946,
462,462,809678.6291388107,
463,463,809670.1307421887,
464,464,809661.6959107202,
465,465,809653.3200681508,
466,466,809645.0051432839,
467,467,809636.7486747359,
468,468,809628.5594152402,
469,469,809620.4366812769,
470,470,809612.3989574064,
471,471,809604.4424301614,
472,472,809596.607449072,
473,473,809588.883346089,
474,474,809581.3077168656,
475,475,809573.7201422472,
476,476,809566.0716867194,
477,477,809558.1900216626,
478,478,809550.3363650104,
479,479,809542.7660543212,
480,480,809535.6003939268,
481,481,809528.6708964312,
482,482,809521.7009350964,
483,483,809514.6000487979,
484,484,809507.4491178882,
485,485,809500.4944489759,
486,486,809493.8237125016,
487,487,809487.3434119243,
488,488,809480.9001593054,
489,489,809474.3959609752,
490,490,809467.9057352841,
491,491,809461.5352121557,
492,492,809455.350754457,
493,493,809449.3271485121,
494,494,809443.3846387245,
495,495,809437.4721182743,
496,496,809431.5753633941,
497,497,809425.7431488322,
498,498,809420.0133065885,
499,499,,809414.4058078137
499,499,809414.4058078137,
500,500,809408.9091204676,
501,501,809403.4960070245,
502,502,809398.1496369918,
503,503,809392.8516723022,
504,504,809387.6110555963,
505,505,809382.4314401272,
506,506,809377.3301125243,
507,507,809372.3111976032,
508,508,809367.3788914054,
509,509,809362.5314335416,
510,510,809357.7670142202,
511,511,809353.0841177744,
512,512,809348.4787305176,
513,513,809343.9534786544,
514,514,809339.5080092454,
515,515,809335.1528140834,
516,516,809330.887173375,
517,517,809326.7320184619,
518,518,809322.6869940527,
519,519,809318.778386029,
520,520,809314.9505692142,
521,521,809311.17687246,
522,522,809307.276161673,
523,523,809303.2423969143,
524,524,809299.120180721,
525,525,809295.1727518484,
526,526,809291.5437664855,
527,527,809288.18795083,
528,528,809284.9444787911,
529,529,809281.6349080065,
530,530,809278.2139737398,
531,531,809274.7333174119,
532,532,809271.3565908065,
533,533,809268.1771896725,
534,534,809265.1760278301,
535,535,809262.2631735081,
536,536,809259.34439107,
537,537,809256.3908180014,
538,538,809253.4226967472,
539,539,809250.5112918487,
540,540,809247.7068158025,
541,541,809245.0196191495,
542,542,809242.4223445134,
543,543,809239.8763259543,
544,544,809237.3578111758,
545,545,809234.85266053,
546,546,809232.3671169647,
547,547,809229.9169423756,
548,548,809227.5226115029,
549,549,,809225.1936994242
549,549,809225.1936994242,
550,550,809222.9343463721,
551,551,809220.740279773,
552,552,809218.6060299964,
553,553,809216.5239729687,
554,554,809214.4924166644,
555,555,809212.5133962573,
556,556,809210.5843902237,
557,557,809208.704766663,
558,558,809206.8764606498,
559,559,809205.1058046976,
560,560,809203.3881766201,
561,561,809201.7257266595,
562,562,809200.1060580271,
563,563,809198.524673594,
564,564,809196.9533449766,
565,565,809195.3872358795,
566,566,809193.8116718978,
567,567,809192.2451537242,
568,568,809190.7062222612,
569,569,809189.2282758588,
570,570,809187.8287451115,
571,571,809186.5101099561,
572,572,809185.2633614577,
573,573,809184.0759913515,
574,574,809182.9348680073,
575,575,809181.8298552225,
576,576,809180.7563156012,
577,577,809179.7048847756,
578,578,809178.6734256439,
579,579,809177.6510982276,
580,580,809176.6389337165,
581,581,809175.6289402564,
582,582,809174.6296664773,
583,583,809173.6445614621,
584,584,809172.687409968,
585,585,809171.764705567,
586,586,809170.8824265321,
587,587,809170.0408408116,
588,588,809169.2371644981,
589,589,809168.4676121215,
590,590,809167.7279019848,
591,591,809167.0151419365,
592,592,809166.3288040464,
593,593,809165.6706225121,
594,594,809165.041556178,
595,595,809164.4456701332,
596,596,809163.8862878783,
597,597,809163.3695058597,
598,598,809162.8925805201,
599,599,,809162.4520490578
599,599,809162.4520490578,
600,600,809162.0112473235,
601,601,809161.5321894883,
602,602,809160.9484402074,
603,603,809160.2535621558,
604,604,809159.4907089546,
605,605,809158.7710797635,
606,606,809158.1820575823,
607,607,809157.7434789456,
608,608,809157.4068994835,
609,609,809157.0952737072,
610,610,809156.7422507729,
611,611,809156.3109667922,
612,612,809155.8147743085,
613,613,809155.3002802953,
614,614,809154.8245099047,
615,615,809154.4199250244,
616,616,809154.0825166946,
617,617,809153.7840373326,
618,618,809153.4903899215,
619,619,809153.1761994858,
620,620,809152.833311094,
621,621,809152.4691103639,
622,622,809152.1027814605,
623,623,809151.752195797,
624,624,809151.4284890871,
625,625,809151.1339742917,
626,626,809150.8627789808,
627,627,809150.6066442373,
628,628,809150.3556838989,
629,629,809150.1053024115,
630,630,809149.8520818292,
631,631,809149.5971391102,
632,632,809149.3424215836,
633,633,809149.0912319517,
634,634,809148.8461720368,
635,635,809148.6102735883,
636,636,809148.3838626847,
637,637,809148.1669495777,
638,638,809147.9586779192,
639,639,809147.7587087398,
640,640,809147.5663914813,
641,641,809147.3808829646,
642,642,809147.2014661133,
643,643,809147.0279672527,
644,644,809146.8607116783,
645,645,809146.6993040983,
646,646,809146.5447051937,
647,647,809146.3976934637,
648,648,809146.260843016,
649,649,,809146.1367765329
649,649,809146.1367765329,
650,650,809146.0305408959,
651,651,809145.9482269873,
652,652,809145.8985213989,
653,653,809145.8913669501,
654,654,809145.9287993608,
655,655,809146.0022012753,
656,656,809146.0621381077,
657,657,809146.0332351711,
658,658,809145.8140762923,
659,659,809145.3958986383,
660,660,809144.8885229946,
661,661,809144.488414718,
662,662,809144.315987543,
663,663,809144.3420855703,
664,664,809144.4315070128,
665,665,809144.4383172136,
666,666,809144.2893446177,
667,667,809144.0182335826,
668,668,809143.7418902013,
669,669,809143.5658938219,
670,670,809143.5115416319,
671,671,809143.5178777262,
672,672,809143.499331989,
673,673,809143.4042160691,
674,674,809143.2405490974,
675,675,809143.0615643418,
676,676,809142.9230796689,
677,677,809142.8447378944,
678,678,809142.8056993964,
679,679,809142.7671685878,
680,680,809142.6987814785,
681,681,809142.5950340619,
682,682,809142.4727984985,
683,683,809142.3574235372,
684,684,809142.2655854438,
685,685,809142.1980221026,
686,686,809142.1429671528,
687,687,809142.0850269542,
688,688,809142.0144769374,
689,689,809141.9298358067,
690,690,809141.837429707,
691,691,809141.7458570084,
692,692,809141.6621869828,
693,693,809141.5882568294,
694,694,809141.5217073669,
695,695,809141.4582596585,
696,696,809141.3934182225,
697,697,809141.3247391898,
698,698,809141.2515901057,
699,699,,809141.1755586747
699,699,809141.1755586747,
700,700,809141.0987650505,
701,701,809141.0232924895,
702,702,809140.9503220536,
703,703,809140.8803570308,
704,704,809140.8133473124,
705,705,809140.7486558784,
706,706,809140.6856395687,
707,707,809140.6235196061,
708,708,809140.562022946,
709,709,809140.5007846449,
710,710,809140.439750564,
711,711,809140.3787270187,
712,712,809140.3180328324,
713,713,809140.2576802453,
714,714,809140.197946449,
715,715,809140.1387258181,
716,716,809140.0803672752,
717,717,809140.0229915228,
718,718,809139.9664075394,
719,719,809139.9107551884,
720,720,809139.8560535825,
721,721,809139.8024413438,
722,722,809139.750008083,
723,723,809139.6988658549,
724,724,809139.6492226857,
725,725,809139.6010020623,
726,726,809139.554530671,
727,727,809139.5099131255,
728,728,809139.4672421933,
729,729,809139.4270166969,
730,730,809139.3902456838,
731,731,809139.3582985738,
732,732,809139.333412807,
733,733,809139.3189856658,
734,734,809139.3207750729,
735,735,809139.3481336423,
736,736,809139.4138884982,
737,737,809139.5367432698,
738,738,809139.7317853242,
739,739,809140.0053708421,
740,740,809140.307520442,
741,741,809140.5258004552,
742,742,809140.4619927135,
743,743,809140.0301669528,
744,744,809139.378829289,
745,745,809138.8812628116,
746,746,809138.7875512495,
747,747,809139.0272564709,
748,748,809139.3072976238,
749,749,,809139.348548159
749,749,809139.348548159,
750,750,809139.0971987783,
751,751,809138.7483678331,
752,752,809138.5636119877,
753,753,809138.6202716749,
754,754,809138.7759211643,
755,755,809138.8320641026,
756,756,809138.710834481,
757,757,809138.5081804955,
758,758,809138.37804462,
759,759,809138.3832447,
760,760,809138.4552662391,
761,761,809138.4808885538,
762,762,809138.4105703889,
763,763,809138.2891782321,
764,764,809138.2001521094,
765,765,809138.1830695949,
766,766,809138.2079110898,
767,767,809138.2153403814,
768,768,809138.1729289417,
769,769,809138.0976010637,
770,770,809138.0313271323,
771,771,809138.0008254047,
772,772,809137.9983280327,
773,773,809137.9952240477,
774,774,809137.9696009463,
775,775,809137.9221424134,
776,776,809137.871062566,
777,777,809137.833990883,
778,778,809137.8145736689,
779,779,809137.802633483,
780,780,809137.7847678494,
781,781,809137.7549039864,
782,782,809137.7170683567,
783,783,809137.6803816379,
784,784,809137.6514653406,
785,785,809137.6304264304,
786,786,809137.6121990944,
787,787,809137.591066485,
788,788,809137.5645338027,
789,789,809137.5342498311,
790,790,809137.5040185117,
791,791,809137.4769219371,
792,792,809137.453636441,
793,793,809137.4325457747,
794,794,809137.4112244726,
795,795,809137.3880161933,
796,796,809137.3627477419,
797,797,809137.3364938976,
798,798,809137.3107130721,
799,799,,809137.2864034883
799,799,809137.2864034883,
800,800,809137.2636969307,
801,801,809137.2419685357,
802,802,809137.2203525625,
803,803,809137.1982189992,
804,804,809137.1753554767,
805,805,809137.1520184159,
806,806,809137.128662655,
807,807,809137.1057337034,
808,808,809137.0834596086,
809,809,809137.0618129539,
810,810,809137.0406050668,
811,811,809137.0195590493,
812,812,809136.9984854644,
813,813,809136.9772839923,
814,814,809136.9559667109,
815,815,809136.9346125685,
816,816,809136.913334435,
817,817,809136.8922653713,
818,818,809136.8714547877,
819,819,809136.8509116989,
820,820,809136.8306231251,
821,821,809136.8105322191,
822,822,809136.7905916693,
823,823,809136.7707864351,
824,824,809136.7510550122,
825,825,809136.7314013015,
826,826,809136.7118101028,
827,827,809136.6922944328,
828,828,809136.6728628703,
829,829,809136.6534982194,
830,830,809136.6342361938,
831,831,809136.6150991552,
832,832,809136.5960853503,
833,833,809136.5771797516,
834,834,809136.5583752273,
835,835,809136.5396814694,
836,836,809136.521092517,
837,837,809136.5026187854,
838,838,809136.4842734906,
839,839,809136.4660509542,
840,840,809136.4479233078,
841,841,809136.4299078282,
842,842,809136.4120173074,
843,843,809136.3942479714,
844,844,809136.3765896019,
845,845,809136.3590331215,
846,846,809136.3415748236,
847,847,809136.3242223471,
848,848,809136.3069757242,
849,849,,809136.2898466811
849,849,809136.2898466811,
850,850,809136.2728509122,
851,851,809136.2560039377,
852,852,809136.23931232,
853,853,809136.222810039,
854,854,809136.2065289336,
855,855,809136.1905487861,
856,856,809136.1750001686,
857,857,809136.1601044456,
858,858,809136.1462519688,
859,859,809136.134072354,
860,860,809136.1246648895,
861,861,809136.119915506,
862,862,809136.1230468552,
863,863,809136.1397136418,
864,864,809136.1794186728,
865,865,809136.2583983783,
866,866,809136.4016296574,
867,867,809136.6466044532,
868,868,809137.0305864912,
869,869,809137.568207254,
870,870,809138.1503797733,
871,871,809138.500993244,
872,872,809138.2098190504,
873,873,809137.2570536304,
874,874,809136.2324892781,
875,875,809135.8825215565,
876,876,809136.2915863052,
877,877,809136.8686210465,
878,878,809136.9637310193,
879,879,809136.4656246044,
880,880,809135.9122125177,
881,881,809135.8326001391,
882,882,809136.1601067855,
883,883,809136.4027532986,
884,884,809136.2464978201,
885,885,809135.8861422318,
886,886,809135.7226909127,
887,887,809135.8623977163,
888,888,809136.0440069812,
889,889,809136.0074237584,
890,890,809135.7974597045,
891,891,809135.6567123285,
892,892,809135.7042184203,
893,893,809135.8169581549,
894,894,809135.8202053184,
895,895,809135.7020153803,
896,896,809135.5961555992,
897,897,809135.5982863852,
898,898,809135.6608236319,
899,899,,809135.6762850633
899,899,809135.6762850633,
900,900,809135.6131914691,
901,901,809135.5371108579,
902,902,809135.516905464,
903,903,809135.5449531035,
904,904,809135.5610850764,
905,905,809135.5308397863,
906,906,809135.4787229818,
907,907,809135.4494000877,
908,908,809135.4539822264,
909,909,809135.4645741977,
910,910,809135.4525833329,
911,911,809135.419667418,
912,912,809135.3899583997,
913,913,809135.3796598724,
914,914,809135.3815312652,
915,915,809135.3772361953,
916,916,809135.3586320304,
917,917,809135.3341109419,
918,918,809135.3166009325,
919,919,809135.3095330042,
920,920,809135.3053360365,
921,921,809135.295226277,
922,922,809135.2780984279,
923,923,809135.2600223818,
924,924,809135.2468811605,
925,925,809135.2387777684,
926,926,809135.2311342513,
927,927,809135.2199466861,
928,928,809135.2053714932,
929,929,809135.1907162837,
930,930,809135.1787663987,
931,931,809135.1693973065,
932,932,809135.1602965292,
933,933,809135.1494378526,
934,934,809135.1367859959,
935,935,809135.1239063201,
936,936,809135.1122943521,
937,937,809135.1021452944,
938,938,809135.0924517021,
939,939,809135.0820912641,
940,940,809135.070753638,
941,941,809135.0590131691,
942,942,809135.0476839365,
943,943,809135.0371304062,
944,944,809135.0270911886,
945,945,809135.0170143015,
946,946,809135.0065233697,
947,947,809134.9956641729,
948,948,809134.9847778603,
949,949,,809134.9741817334
949,949,809134.9741817334,
950,950,809134.9639558346,
951,951,809134.953956611,
952,952,809134.9439280262,
953,953,809134.9337271384,
954,954,809134.9233733757,
955,955,809134.9130143449,
956,956,809134.9027930014,
957,957,809134.8927682467,
958,958,809134.882876467,
959,959,809134.8730163176,
960,960,809134.863108063,
961,961,809134.8531333001,
962,962,809134.8431411762,
963,963,809134.8332004063,
964,964,809134.8233568288,
965,965,809134.8136087485,
966,966,809134.8039315664,
967,967,809134.794281345,
968,968,809134.7846419412,
969,969,809134.7750084628,
970,970,809134.7653923059,
971,971,809134.7558178182,
972,972,809134.7462961707,
973,973,809134.7368479964,
974,974,809134.7274573441,
975,975,809134.7181118155,
976,976,809134.7087918387,
977,977,809134.6994914381,
978,978,809134.6902067971,
979,979,809134.6809434961,
980,980,809134.6717092772,
981,981,809134.6625133936,
982,982,809134.653364633,
983,983,809134.644256782,
984,984,809134.6351860156,
985,985,809134.6261358261,
986,986,809134.6171152637,
987,987,809134.6081217566,
988,988,809134.5991517189,
989,989,809134.5902015386,
990,990,809134.5812723096,
991,991,809134.5723698547,
992,992,809134.5634914997,
993,993,809134.5546445557,
994,994,809134.5458294401,
995,995,809134.5370555037,
996,996,809134.5283232606,
997,997,809134.5196253532,
998,998,809134.510956063,
999,999,,809134.502310079
999,999,809134.502310079,
